,Дата,Наименование,Группа,Код,Стоимость услуги,Наименование лаборатории
0,2023-12-04 22:42:29,"Антитела IgE к аллергену Овсянницы луговой (Festuca elatior), (g4)   ",Аллергологические анализы,,980,БудьЗдоров
1,2023-12-04 22:42:29,"Антитела IgE к аллергену Мятлика   лугового (Poa pratensis), (g8)            ",Аллергологические анализы,,980,БудьЗдоров
2,2023-12-04 22:42:29,"Антитела IgE к аллергену Клеща-дерматофага перинного (Dermatophagoides pteronyssinus), (d1)        ",Аллергологические анализы,,980,БудьЗдоров
3,2023-12-04 22:42:29,"Антитела IgE к аллергену Клеща-дерматофаго мучного (Dermatophagoides farinae), (d2)",Аллергологические анализы,,980,БудьЗдоров
4,2023-12-04 22:42:29,"Антитела IgE к аллергену Домашней пыли, (H1)          ",Аллергологические анализы,,980,БудьЗдоров
5,2023-12-04 22:42:29,"Антитела IgE к аллергену Пшеницы, f4 (ImmunoCAP)",Аллергологические анализы,,1 190,БудьЗдоров
6,2023-12-04 22:42:29,"Антитела IgE к аллергену Молока, f2 (ImmunoCAP)",Аллергологические анализы,,1 190,БудьЗдоров
7,2023-12-04 22:42:29,"Антитела IgE к аллергену Яйца, f245 (ImmunoCAP)",Аллергологические анализы,,1 430,БудьЗдоров
8,2023-12-04 22:42:29,"Антитела IgE к аллергену Собаки, перхоть, e5 (ImmunoCAP)",Аллергологические анализы,,1 190,БудьЗдоров
9,2023-12-04 22:42:29,"Антитела IgE к аллергену Кошки, перхоть, e1 (ImmunoCAP)",Аллергологические анализы,,1 190,БудьЗдоров
10,2023-12-04 22:42:29,"Антитела IgE к аллергену Клеща домашней пыли Dermatophagoides pteronyssinus, d1 (ImmunoCAP)",Аллергологические анализы,,1 190,БудьЗдоров
11,2023-12-04 22:42:29,"Антитела IgE к аллергену Клеща домашней пыли D.farinae, d2 (ImmunoCAP)",Аллергологические анализы,,1 190,БудьЗдоров
12,2023-12-04 22:42:29,"Антитела IgE к аллергену Берёзы, t3 (ImmunoCAP)",Аллергологические анализы,,1 430,БудьЗдоров
13,2023-12-04 22:42:29,Исследование уровня общего иммуноглобулина E в крови,Аллергологические анализы,,755,БудьЗдоров
14,2023-12-04 22:42:29,Исследование уровня эозинофильного катионного белка в крови,Аллергологические анализы,,1 025,БудьЗдоров
15,2023-12-04 22:42:29,"Антитела IgE к панели аллергенов микроскопических грибов МP1: M1/penicillium notatum, M2/cladosporium herbarum, M3/aspergillus fumigatus, M5/candida albicans, M6/alternaria tenuis/Mold Panel 1 (m1,m2,m3,m5,m6)",Аллергологические анализы,,630,БудьЗдоров
16,2023-12-04 22:42:29,"Антитела IgE к панели аллергенов HP1:H1/домашняя пыль (greer), D1/dermatophagoides pteronyssinus, D2/dermatophagoides farinae, I6/таракан-прусак/Dust Panel 1 (h1, d1, d2, i6)",Аллергологические анализы,,630,БудьЗдоров
17,2023-12-04 22:42:29,"Антитела IgE к панели аллергенов деревьев TP9: T2/ольха, T3/береза, T4/лещина обыкновенная, T7/дуб, T12/ива/Tree Panel 9 (t2,t3,t4,t7,t12)",Аллергологические анализы,,1 140,БудьЗдоров
18,2023-12-04 22:42:29,"Антитела IgE к панели аллергенов травы GP1:G3/ежа сборная, G4/овсяница луговая, G5/рожь многолетняя, G6/тимофеевка, G8/мятлик луговой/Grass Panel 1 (g3,g4,g5,g6,g8)",Аллергологические анализы,,1 140,БудьЗдоров
19,2023-12-04 22:42:29,Антитела IgE к аллергену Кошки rFel d 1,Аллергологические анализы,,2 345,БудьЗдоров
20,2023-12-04 22:42:29,"Панель №1 IgE (Молоко коровье, молоко козье, молоко овечье, сыр, творог, сметана, йогурт, кефир)",Аллергологические анализы,,970,БудьЗдоров
21,2023-12-04 22:42:29,Фадиатоп IgE (ImmunoCAP),Аллергологические анализы,,2 250,БудьЗдоров
22,2023-12-04 22:42:29,"Антитела IgE к панели аллергенов сорных растений и цветов WP1: W1/амброзия обыкновенная, W6/полынь обыкновенная, W9/подорожник, W10/мари белая, W11/зольник/cолянка/Weed Panel 1 (w1,w6,w9,w10,w11)",Аллергологические анализы,,1 140,БудьЗдоров
23,2023-12-04 22:42:29,"Панель бытовых аллергенов №1 (8 аллергенов) (домашняя пыль, перо подушки, шерсть кошки, шерсть собаки, шерсть овцы, клещ D.pteroniss, клещ D.farina, библиотечная пыль)",Аллергологические анализы,,970,БудьЗдоров
24,2023-12-04 22:42:29,"Панель №2 IgE (Пшеничная мука, ржаная мука, рис, гречка, овес, перловая крупа, пшено, ячмень)",Аллергологические анализы,,970,БудьЗдоров
25,2023-12-04 22:42:29,"Панель №3 IgE (Фасоль (бобы), горох, чечевица, кукуруза, дрожжи пекарские, белок куриного яйца, желток куриного яйца, яйцо перепелиное)",Аллергологические анализы,,970,БудьЗдоров
26,2023-12-04 22:42:29,"Панель №30 IgE (Тилапия, ставрида, барабулька, сибас, толстолобик, хамса, мойва, сардины)",Аллергологические анализы,,1 035,БудьЗдоров
27,2023-12-04 22:42:29,"Панель №4 IgE (Говядина, телятина, свинина, баранина, курица, индейка, утка, гусь)",Аллергологические анализы,,970,БудьЗдоров
28,2023-12-04 22:42:29,"Панель №18 IgE (Кофе, чай черный, чай зеленый, каркадэ, мед, шоколад, соя, клейковина)",Аллергологические анализы,,970,БудьЗдоров
29,2023-12-04 22:42:29,"Определение чувствительности к аллергену клейковины (Глютен) (Антитела IgE, технология Immulite)",Аллергологические анализы,,630,БудьЗдоров
30,2023-12-04 22:42:29,"Определение чувствительности к аллергену кукурузной муки (Антитела IgE, технология Immulite)",Аллергологические анализы,,630,БудьЗдоров
31,2023-12-04 22:42:29,Антитела IgE к аллергену Aspergillus niger/Aspergillus niger,Аллергологические анализы,,500,БудьЗдоров
32,2023-12-04 22:42:29,Антитела IgE к аллергену Собаки rCan f 1,Аллергологические анализы,,2 970,БудьЗдоров
33,2023-12-04 22:42:29,Антитела IgE к аллергену Берёзы rBet v 1 PR-10,Аллергологические анализы,,2 545,БудьЗдоров
34,2023-12-04 22:42:29,"Антитела IgE к панели аллергенов FP5:F1/яичный белок, F2/коровье молоко, F3/треска, F4/пшеничная мука, F13/арахис, F14/соевые бобы/Food Panel 5 (f1, f2, f3, f4, f13, f14)",Аллергологические анализы,,835,БудьЗдоров
35,2023-12-04 22:42:29,"Панель грибковых аллергенов (8 аллергенов) (Alternaria tenuis, Mucor pusilus, Aspergillus niger, Cladosporum herbarum, Penicillum chris., Penicillum expansum, Candida albicans, Fusarium oxispora)",Аллергологические анализы,,970,БудьЗдоров
36,2023-12-04 22:42:29,"Панель травы и деревья (8 аллергенов) (береза, орешник, ольха, тимофеевка, ежа сборная, овсяница, полынь, лебеда)",Аллергологические анализы,,905,БудьЗдоров
37,2023-12-04 22:42:29,"Антитела IgE к панели аллергенов EP1:Е1/эпителий кошки, Е3/перхоть лошади, Е4/перхоть коровы, Е5/перхоть собаки/Animal Panel 1 (e1, e3, e4, e5)",Аллергологические анализы,,1 140,БудьЗдоров
38,2023-12-04 22:42:29,"Панель №13 IgE (Апельсин, грейпфрут, мандарин, лимон, лайм, помело, яблоко, груша)",Аллергологические анализы,,970,БудьЗдоров
39,2023-12-04 22:42:29,Фадиатоп детский IgE (ImmunoCAP),Аллергологические анализы,,4 495,БудьЗдоров
40,2023-12-04 22:42:29,"Панель лекарственных аллергенов IgЕ к анестетикам (новокаину, лидокаину, брилокаину, мепивакаину, убистезину, ультракаину, сканданесту, септанесту)",Аллергологические анализы,,1 740,БудьЗдоров
41,2023-12-04 22:42:29,"Панель №17 IgE (Арахис, миндаль, фундук, грецкий орех, фисташки, кедровый орех, кешью, подсолнечник)",Аллергологические анализы,,970,БудьЗдоров
42,2023-12-04 22:42:29,"Антитела IgE к панели аллергенов FP7:F1/яичный белок, F2/коровье молоко, F4/пшеничная мука, F9/рис, F13/арахис, F14/соевые бобы/Food Panel 7 (f1, f2, f4, f9, f13, f14)",Аллергологические анализы,,1 140,БудьЗдоров
43,2023-12-04 22:42:29,"Антитела IgE к аллергену Казеина, коровье молоко, аллергокомпонент nBos d8, f78",Аллергологические анализы,,2 545,БудьЗдоров
44,2023-12-04 22:42:29,"Панель №10 IgE (Картофель, морковь, свекла, помидор, перец сладкий, огурец, кабачок, баклажан)",Аллергологические анализы,,970,БудьЗдоров
45,2023-12-04 22:42:29,"Антитела IgE к панели ингаляционных аллергенов IP8: D1/клещ-дерматофаг перинный, E1/эпителий кошки, E5/перхоть собаки, G6/тимофеевка, G12/рожь культивированная, M2/cladosporum herbarum, T3/береза, W6/полынь обыкновенная/Inhalant Panel 8 (d1,e1,e5,g6,g12,m",Аллергологические анализы,,1 140,БудьЗдоров
46,2023-12-04 22:42:29,Антитела IgE к аллергену Овальбумина яйца nGal d 2,Аллергологические анализы,,1 120,БудьЗдоров
47,2023-12-04 22:42:29,"Панель №5 IgE (Треска, хек, морской окунь, камбала, семга, форель, сельдь, палтус)",Аллергологические анализы,,970,БудьЗдоров
48,2023-12-04 22:42:29,"Антитела IgE к аллергену Альфа-лактальбумина, аллергокомпонент, f76 nBos d4",Аллергологические анализы,,2 355,БудьЗдоров
49,2023-12-04 22:42:29,Антитела IgE к аллергену Овомукоида яйца nGal d 1,Аллергологические анализы,,1 120,БудьЗдоров
50,2023-12-04 22:42:29,"Антитела IgE к аллергену Бета-лактоглобулина, аллергокомпонент, f77 nBos d5",Аллергологические анализы,,2 545,БудьЗдоров
51,2023-12-04 22:42:29,"Панель №32 IgE (Вино белое, вино красное, вино розовое, коньяк, виски, водка, пиво ячменное, дрожжи пивные)",Аллергологические анализы,,1 035,БудьЗдоров
52,2023-12-04 22:42:29,"Антитела IgE к аллергену Берёзы rBet v 2, rBet v 4",Аллергологические анализы,,2 050,БудьЗдоров
53,2023-12-04 22:42:29,"Панель №15 IgE (Ананас, манго, киви, банан, хурма, гранат, виноград зеленый, виноград красный)",Аллергологические анализы,,970,БудьЗдоров
54,2023-12-04 22:42:29,"Панель ""Лекарственные средства"" Ig E 16 (бисептол, кеторол, ацетилсалициловая кислота, парацетамол, ципрофлоксацин, амоксицилин, азитромицин, метронидазол, амикацин, линкомицин, цефазолин, анальгин, диклофенак, ультракаин, септанест, убистезин)",Аллергологические анализы,,3 605,БудьЗдоров
55,2023-12-04 22:42:29,"Антитела IgE к панели клещевых аллергенов DP1: D1/клещ-дерматофаг перинный, D2/клещ-дерматофаг мучной, D3/dermatophagoides microceras, D71/lepidoglyphus destructor, D72/tyrophagus putrescentiae, D73/glycyphagus domesticus, D74/euroglyphus maynel, D201/bl",Аллергологические анализы,,1 140,БудьЗдоров
56,2023-12-04 22:42:29,Антитела IgE к аллергену Собаки rCan f 2,Аллергологические анализы,,2 600,БудьЗдоров
57,2023-12-04 22:42:29,"Панель бытовых аллергенов №2 (8 аллергенов) (вата, латекс, рыжий таракан, шерсть морской свинки, шерсть кролика, перхоть лошади, перо волнистого попугая, дафния (корм для рыб)",Аллергологические анализы,,970,БудьЗдоров
58,2023-12-04 22:42:29,"Панель №8 IgE (Морская соль, сахар, фруктоза, соль поваренная, тростниковый сахар, красный острый перец, черный перец, соль с пониженным содержанием натрия)",Аллергологические анализы,,970,БудьЗдоров
59,2023-12-04 22:42:29,"Панель травы и деревья №3 (8 аллергенов) (микст деревьев, микст луговых трав, микст сорных трав, конопля, крапива, ромашка аптечная, яд осы, яд пчелы)",Аллергологические анализы,,905,БудьЗдоров
60,2023-12-04 22:42:29,"Антитела IgE к панели аллергенов IP3:D1/derma pteronyssinus, E1/эпителий кошки, E2/эпителий собаки, M3/aspergillus fumigatus/Inhalant Panel 3 (d1, e1, e2, m3)",Аллергологические анализы,,1 140,БудьЗдоров
61,2023-12-04 22:42:29,"Панель №16 IgE (Вишня, малина, клубника, клюква, красная и черная смородина, крыжовник, черника)",Аллергологические анализы,,970,БудьЗдоров
62,2023-12-04 22:42:29,"Панель №7 IgE (Кролик, конина, креветки, крабы, кальмары, мидии, морской гребешок, морская капуста)",Аллергологические анализы,,970,БудьЗдоров
63,2023-12-04 22:42:29,"Аллергопанель IP1:G3/ежа сборная, G6 /тимофеевка, T17/японский кедр, W1/амброзия обыкновенная, W6/полынь обыкновенная/Inhalant Panel 1 (g3, g6, t17, w1, w6)",Аллергологические анализы,,1 140,БудьЗдоров
64,2023-12-04 22:42:29,"Антитела IgE к панели аллергенов FP15:F33/апельсин, F49/яблоко, F92/бананы, F95/персик/Food Panel 15 (f33, f49, f92, f95)",Аллергологические анализы,,835,БудьЗдоров
65,2023-12-04 22:42:29,"Панель травы и деревья №2 (8 аллергенов) (дуб, цветы сирени, лисохвост, подсолнечник, амброзия, одуванчик, пырей, мятлик)",Аллергологические анализы,,905,БудьЗдоров
66,2023-12-04 22:42:29,"Антитела IgE к панели аллергенов FP1:F13/арахис, F17/фундук, F18/бразильский орех, F20/миндаль, F36/кокос/Food Panel 1 (f13, f17, f18, f20, f36)",Аллергологические анализы,,835,БудьЗдоров
67,2023-12-04 22:42:29,"Панель №14 IgE (Абрикос, персик, слива, инжир, финики, арбуз, дыня, айва)",Аллергологические анализы,,970,БудьЗдоров
68,2023-12-04 22:42:29,"Антитела IgE к панели аллергенов FP73:F26/свинина, F27говядина, F83/куриное мясо, F88/баранина/Food Panel 73 (f26, f27, f83, f88)",Аллергологические анализы,,1 140,БудьЗдоров
69,2023-12-04 22:42:29,"Аллергочип, ImmunoCAP ISAC, 112 компонентов",Аллергологические анализы,,34 000,БудьЗдоров
70,2023-12-04 22:42:29,"Антитела IgE к ингаляционной панели аллергенов IP6:G6/тимофеевка, M2/cladosporium herbarum,M6/alternaria tenuis, T3/береза, W6/полынь обыкновенная/Inhalant Panel 6 (g6, m2, m6, t3, w6)",Аллергологические анализы,,1 140,БудьЗдоров
71,2023-12-04 22:42:29,"Определение чувствительности к аллергену пшеничной муки (Антитела IgE, технология Immulite)",Аллергологические анализы,,630,БудьЗдоров
72,2023-12-04 22:42:29,"Антитела IgE к панели пищевых аллергенов FP26: F1/яичный белок, F2/молоко, F13/арахис, F89/горчица/Food Panel 26 (f1,f2,f13,f89)",Аллергологические анализы,,1 615,БудьЗдоров
73,2023-12-04 22:42:29,"Антитела IgE к панели аллергенов FP3:F4/пшеничная мука, F7/овсяная мука, F8/кукурузная мука, F10/кунжут, F11/гречневая мука/Food Panel 3 (f4, f7, f8, f10, f11)",Аллергологические анализы,,1 140,БудьЗдоров
74,2023-12-04 22:42:29,Антитела IgE к аллергену Alternaria alternata,Аллергологические анализы,,2 160,БудьЗдоров
75,2023-12-04 22:42:29,"Панель №9 IgE (Базилик, петрушка, кинза, укроп, лук репчатый, лук зеленый, чеснок, лук порей)",Аллергологические анализы,,970,БудьЗдоров
76,2023-12-04 22:42:29,"Панель №23 IgE (Речная форель, рыба сиг, дорада, икра красная, раки, лангуст, устрицы, осьминог)",Аллергологические анализы,,970,БудьЗдоров
77,2023-12-04 22:42:29,"Панель №19 IgE (Камамбер, моцарелла, сыр «Дор Блю», козий сыр, овечья брынза, сыр «Ольтермани», ряженка, яйцо цесарки)",Аллергологические анализы,,970,БудьЗдоров
78,2023-12-04 22:42:29,"Антитела IgE к панели аллергенов деревьев TP1:T1/клен ясенелистый, T3/береза, T7/дуб, T8/вяз, T10/грецкий орех/Tree Panel 1 (t1, t3, t7, t8, t10)",Аллергологические анализы,,1 140,БудьЗдоров
79,2023-12-04 22:42:29,"Антитела IgE к ингаляционной панели аллергенов IP7:D1/derma pteronyssinus, E1/эпителий кошки, E3/перхоть лошади, E5/перхоть собаки, E82/эпителий кролика/Inhalant Panel 7 (d1, e1, e3, e5, e82)",Аллергологические анализы,,1 140,БудьЗдоров
80,2023-12-04 22:42:29,Антитела IgE к аллергену Лизоцима яйца nGal d 4,Аллергологические анализы,,1 120,БудьЗдоров
81,2023-12-04 22:42:29,"Антитела IgE к панели аллергенов EP70:E6/эпителий морской свинки, E82/эпителий кролика, E84/хомяк, E87/крыса, E88/мышь/Animal Panel 70 (e6, e82, e84, e87, e88)",Аллергологические анализы,,1 140,БудьЗдоров
82,2023-12-04 22:42:29,Антитела IgE к аллергену Кональбумина яйца nGal d 3,Аллергологические анализы,,820,БудьЗдоров
83,2023-12-04 22:42:29,"Панель №11 IgE (Капуста белая, красная, брюссельская, брокколи, цветная, китайская, кольраби, салат зеленый)",Аллергологические анализы,,970,БудьЗдоров
84,2023-12-04 22:42:29,Антитела IgE к аллергену Полыни nArt v 1,Аллергологические анализы,,2 545,БудьЗдоров
85,2023-12-04 22:42:29,"Панель бактериальных аллергенов (8 аллергенов) (St.pyogenus, St. pneumonia, S.aureus, E.coli, Proteus vulgaris, Ps.aeruginosa, Klebsiella pneumonia, Br.cataralis)",Аллергологические анализы,,970,БудьЗдоров
86,2023-12-04 22:42:29,"Панель №6 IgE (Сазан, карп, щука, судак, кефаль, ледяная рыба, пикша, осетр)",Аллергологические анализы,,970,БудьЗдоров
87,2023-12-04 22:42:29,"Панель №22 IgE (Речной окунь, сом, лещ, кета, лосось, горбуша, скумбрия, навага)",Аллергологические анализы,,970,БудьЗдоров
88,2023-12-04 22:42:29,"Панель №12 IgE (Редис, редька зеленая, тыква, шпинат, сельдерей, авокадо, оливки, шампиньоны)",Аллергологические анализы,,970,БудьЗдоров
89,2023-12-04 22:42:29,"Определение чувствительности к аллергену мяса цыпленка (Антитела IgE, технология Immulite)",Аллергологические анализы,,630,БудьЗдоров
90,2023-12-04 22:42:29,"Антитела IgE к панели аллергенов FP51:F25/помидоры, F31/морковь, F35/картофель, F47/чеснок, F89/горчица/Food Panel 51 (f25, f31, f35, f47, f89)",Аллергологические анализы,,1 140,БудьЗдоров
91,2023-12-04 22:42:29,"Антитела IgE к аллергену Tимофеевки луговой rPhl p 7, rPhl p 12",Аллергологические анализы,,2 195,БудьЗдоров
92,2023-12-04 22:42:29,Антитела IgE к аллергену Tимофеевки луговой,Аллергологические анализы,,2 195,БудьЗдоров
93,2023-12-04 22:42:29,"Определение чувствительности к аллергену овсяной муки (Антитела IgE, технология Immulite)",Аллергологические анализы,,630,БудьЗдоров
94,2023-12-04 22:42:29,"Антитела IgE к панели аллергенов FP13:F12/горох, F15/белая фасоль, F31/морковь, F35/картофель/Food Panel 13 (f12, f15, f31, f35)",Аллергологические анализы,,835,БудьЗдоров
95,2023-12-04 22:42:29,Антитела IgE к аллергену пчелиного яда/Honey Bee Venom (Apis mellifera)l,Аллергологические анализы,,1 120,БудьЗдоров
96,2023-12-04 22:42:29,"Антитела IgE к аллергену Бычьего сывороточного альбумина, аллергокомпонент, e204 nBos d6",Аллергологические анализы,,2 625,БудьЗдоров
97,2023-12-04 22:42:29,Антитела IgE к аллергену Амброзии nAmb a 1,Аллергологические анализы,,2 195,БудьЗдоров
98,2023-12-04 22:42:29,"Панель №24 IgE (Желатин, розмарин, лавровый лист, гвоздика, тмин, ваниль, корица, имбирь)",Аллергологические анализы,,970,БудьЗдоров
99,2023-12-04 22:42:29,"Определение чувствительности к аллергену говядины (Антитела IgE, технология Immulite)",Аллергологические анализы,,630,БудьЗдоров
100,2023-12-04 22:42:29,"Антитела IgE к панели ингаляционных аллергенов IP9: E1/кошка (эпителий), E5/собака (перхоть), G4/овсяница луговая, M6/alternaria tenuis, W9/подорожник (plantago lanceolata)/Inhalant PanelI 9 (e1,e5,g4,m6,w9)",Аллергологические анализы,,1 140,БудьЗдоров
101,2023-12-04 22:42:29,"Антитела IgE к панели аллергенов деревьев TP5:T2/ольха, T4/лещина обыкновенная, T8/вяз, T12/ива белая, T14/тополь/Tree Panel 5 (t2,t4,t8,t12,t14)",Аллергологические анализы,,1 140,БудьЗдоров
102,2023-12-04 22:42:29,Антитела IgE к аллергену яда осиного/Paper wasp Venom (Polistes spp.),Аллергологические анализы,,1 120,БудьЗдоров
103,2023-12-04 22:42:29,"Панель травы и деревья №4 (8 аллергенов) (клён, ясень, рожь, цветы акации, цветы каштана конского, жасмин, ель обыкновенная, цветы лютика)",Аллергологические анализы,,905,БудьЗдоров
104,2023-12-04 22:42:29,"Панель №29 IgE (Цвет липы, шиповник, бессмертник, зверобой, ромашка, мята, жасмин, матэ)",Аллергологические анализы,,970,БудьЗдоров
105,2023-12-04 22:42:29,"Панель №27 IgE (Земляника, брусника, голубика, ежевика, черешня, папайя, маракуйя, мангостин)",Аллергологические анализы,,970,БудьЗдоров
106,2023-12-04 22:42:29,"Определение чувствительности к аллергену гречневой муки (Антитела IgE, технология Immulite)",Аллергологические анализы,,630,БудьЗдоров
107,2023-12-04 22:42:29,"Антитела IgE к панели пищевых аллергенов FP24: F17/фундук, F24/креветки, F84/киви, F92/банан/Food Panel 24 (f17,f24,f84,f92)",Аллергологические анализы,,1 140,БудьЗдоров
108,2023-12-04 22:42:29,Антитела IgE к аллергену яда осиного/Yellow Jacket Venom (Vespula spp.),Аллергологические анализы,,1 120,БудьЗдоров
109,2023-12-04 22:42:29,"Антитела IgE к аллергену амброзии смешанной/Ragweed Mix (Common, Western, Giant) (Ambrosia artemisiifolia Heterocera spp.)",Аллергологические анализы,,500,БудьЗдоров
110,2023-12-04 22:42:29,"Панель №25 IgE (Салат корн, салат рукола, салат латук, салат «Айсберг», щавель, спаржа, тархун, хрен)",Аллергологические анализы,,970,БудьЗдоров
111,2023-12-04 22:42:29,"Определение чувствительности к аллергену риса (Антитела IgE, технология Immulite)",Аллергологические анализы,,630,БудьЗдоров
112,2023-12-04 22:42:29,"Определение чувствительности к аллергену мяса индейки (Антитела IgE, технология Immulite)",Аллергологические анализы,,630,БудьЗдоров
113,2023-12-04 22:42:29,"Панель №20 IgE (Оленина, мясо лося, мясо кабана, перепелка, белые грибы, опята, лисички, вешанки)",Аллергологические анализы,,970,БудьЗдоров
114,2023-12-04 22:42:29,"Определение чувствительности к аллергену ржаной муки (Антитела IgE, технология Immulite)",Аллергологические анализы,,630,БудьЗдоров
115,2023-12-04 22:42:29,"Определение чувствительности к аллергену баранины (Антитела IgЕ, технология Immulite)",Аллергологические анализы,,630,БудьЗдоров
116,2023-12-04 22:42:29,Антитела IgE к аллергену Полыни nArt v 3 LTP,Аллергологические анализы,,3 168,БудьЗдоров
117,2023-12-04 22:42:29,Исследование индивидуального лекарственного аллергена (специальный бланк),Аллергологические анализы,,1 040,БудьЗдоров
118,2023-12-04 22:42:29,"Определение чувствительности к аллергену свинины (Антитела IgE, технология Immulite)",Аллергологические анализы,,630,БудьЗдоров
119,2023-12-04 22:42:29,"Определение чувствительности к аллергену ячменной муки (Антитела IgE, технология Immulite)",Аллергологические анализы,,630,БудьЗдоров
120,2023-12-04 22:42:29,Копрограмма,Анализы кала,,625,БудьЗдоров
121,2023-12-04 22:42:29,Анализ кала на скрытую кровь,Анализы кала,,1 100,БудьЗдоров
122,2023-12-04 22:42:29,Анализ кала методом обогащения на гельминты,Анализы кала,,505,БудьЗдоров
123,2023-12-04 22:42:29,Анализ кала на кальпротектин,Анализы кала,,2 890,БудьЗдоров
124,2023-12-04 22:42:29,Анализ кала на острицы,Анализы кала,,445,БудьЗдоров
125,2023-12-04 22:42:29,Определение антигена хеликобактера пилори в фекалиях,Анализы кала,,1 080,БудьЗдоров
126,2023-12-04 22:42:29,Анализ кала методом обогащения на простейшие,Анализы кала,,625,БудьЗдоров
127,2023-12-04 22:42:29,Анализ кала на лейкоциты,Анализы кала,,1 600,БудьЗдоров
128,2023-12-04 22:42:29,Анализ кала на эластазу,Анализы кала,,2 045,БудьЗдоров
129,2023-12-04 22:42:29,Анализ кала на углеводы,Анализы кала,,335,БудьЗдоров
130,2023-12-04 22:42:29,Анализ кала на стеркобилин,Анализы кала,,210,БудьЗдоров
131,2023-12-04 22:42:29,Анализ кала на билирубин,Анализы кала,,210,БудьЗдоров
132,2023-12-04 22:42:29,Анализ крови на АЛТ,Биохимический анализ крови в СПБ,,255,БудьЗдоров
133,2023-12-04 22:42:29,Анализ крови на АСТ,Биохимический анализ крови в СПБ,,255,БудьЗдоров
134,2023-12-04 22:42:29,Анализ крови на глюкозу,Биохимический анализ крови в СПБ,,255,БудьЗдоров
135,2023-12-04 22:42:29,Анализ крови на билирубин (общий),Биохимический анализ крови в СПБ,,255,БудьЗдоров
136,2023-12-04 22:42:29,Взятие крови из периферической вены/из пальца,Биохимический анализ крови в СПБ,,290,БудьЗдоров
137,2023-12-04 22:42:29,Анализ крови на креатинин,Биохимический анализ крови в СПБ,,255,БудьЗдоров
138,2023-12-04 22:42:29,Анализ крови на СРБ (С-реактивный белок),Биохимический анализ крови в СПБ,,255,БудьЗдоров
139,2023-12-04 22:42:29,Анализ крови на билирубин (связанный),Биохимический анализ крови в СПБ,,255,БудьЗдоров
140,2023-12-04 22:42:29,Анализ крови на мочевину,Биохимический анализ крови в СПБ,,255,БудьЗдоров
141,2023-12-04 22:42:29,Анализ крови на ГГТ,Биохимический анализ крови в СПБ,,500,БудьЗдоров
142,2023-12-04 22:42:29,Анализ крови на холестерин,Биохимический анализ крови в СПБ,,310,БудьЗдоров
143,2023-12-04 22:42:29,Анализ крови на щелочную фосфатазу,Биохимический анализ крови в СПБ,,500,БудьЗдоров
144,2023-12-04 22:42:29,Анализ крови на общий белок,Биохимический анализ крови в СПБ,,255,БудьЗдоров
145,2023-12-04 22:42:29,Анализ крови на витамин D (25-ОН),Биохимический анализ крови в СПБ,,1 380,БудьЗдоров
146,2023-12-04 22:42:29,Анализ крови на калий,Биохимический анализ крови в СПБ,,395,БудьЗдоров
147,2023-12-04 22:42:29,Анализ крови на ферритин,Биохимический анализ крови в СПБ,,500,БудьЗдоров
148,2023-12-04 22:42:29,Анализ крови на мочевую кислоту,Биохимический анализ крови в СПБ,,255,БудьЗдоров
